Open,High,Low,Close,Adj Close,Volume
4.627500057220459,4.65500020980835,4.527500152587891,4.622499942779541,4.240801811218262,80020400
4.605000019073486,4.739999771118164,4.605000019073486,4.690000057220459,4.3027262687683105,72864800
4.6875,4.730000019073486,4.642499923706055,4.71999979019165,4.330249309539795,64916800
4.695000171661377,4.715000152587891,4.59250020980835,4.627500057220459,4.245387554168701,54779200
4.590000152587891,4.670000076293945,4.5625,4.637499809265137,4.254561424255371,47816800
4.662499904632568,4.682499885559082,4.507500171661377,4.572500228881836,4.194930553436279,55661200
4.505000114440918,4.522500038146973,4.322500228881836,4.417500019073486,4.052729606628418,62743200
4.447500228881836,4.492499828338623,4.275000095367432,4.477499961853027,4.107772350311279,50886800
4.422500133514404,4.454999923706055,4.332499980926514,4.40749979019165,4.043555736541748,60852400
4.375,4.412499904632568,4.21999979019165,4.277500152587891,3.924288749694824,81819200
4.244999885559082,4.385000228881836,4.232500076293945,4.357500076293945,3.997682809829712,54532800
4.302499771118164,4.357500076293945,4.244999885559082,4.340000152587891,3.9816291332244873,71972800
4.337500095367432,4.414999961853027,4.222499847412109,4.262499809265137,3.910526990890503,60863200
4.212500095367432,4.289999961853027,4.090000152587891,4.114999771118164,3.77520751953125,106791600
4.182499885559082,4.264999866485596,4.152500152587891,4.184999942779541,3.8394272327423096,64367600
4.164999961853027,4.192500114440918,4.050000190734863,4.052499771118164,3.717869281768799,71463600
4.050000190734863,4.177499771118164,4.005000114440918,4.162499904632568,3.818784475326538,81250400
4.195000171661377,4.210000038146973,3.9649999141693115,4.022500038146973,3.690345525741577,68776400
4.067500114440918,4.112500190734863,3.7874999046325684,3.8475000858306885,3.5297954082489014,77470000
3.862499952316284,4.150000095367432,3.8299999237060547,4.142499923706055,3.8004372119903564,94983200
4.127500057220459,4.237500190734863,4.114999771118164,4.184999942779541,3.8394272327423096,84981200
4.147500038146973,4.237500190734863,4.127500057220459,4.21999979019165,3.8715367317199707,56229600
4.182499885559082,4.182499885559082,3.930000066757202,3.9749999046325684,3.6467669010162354,78348000
3.9700000286102295,4.065000057220459,3.9000000953674316,4.054999828338623,3.7201621532440186,60485600
4.042500019073486,4.144999980926514,3.9674999713897705,4.047500133514404,3.7132809162139893,44516000
4.112500190734863,4.132500171661377,3.9749999046325684,4.014999866485596,3.683464765548706,93014400
4.039999961853027,4.130000114440918,4.012499809265137,4.09250020980835,3.7545650005340576,53582800
4.15749979019165,4.324999809265137,4.127500057220459,4.28000020980835,3.9265835285186768,69598000
4.25,4.425000190734863,4.202499866485596,4.337500095367432,3.979332685470581,78021200
4.394999980926514,4.434999942779541,4.34250020980835,4.417500019073486,4.052729606628418,45702400
4.472499847412109,4.474999904632568,4.332499980926514,4.460000038146973,4.0917181968688965,87656000
4.215000152587891,4.237500190734863,4.052499771118164,4.167500019073486,3.8233718872070312,151550800
4.150000095367432,4.195000171661377,4.125,4.144999980926514,3.8027303218841553,51054800
4.162499904632568,4.224999904632568,4.125,4.152500152587891,3.8096113204956055,45808400
4.164999961853027,4.182499885559082,4.010000228881836,4.052499771118164,3.717869281768799,48976400
4.087500095367432,4.177499771118164,4.074999809265137,4.137499809265137,3.795849323272705,44586800
4.042500019073486,4.110000133514404,3.940000057220459,4.099999904632568,3.7614452838897705,57697200
4.079999923706055,4.110000133514404,4.025000095367432,4.050000190734863,3.7155754566192627,39339600
4.052499771118164,4.232500076293945,4.019999980926514,4.212500095367432,3.8646562099456787,55586800
4.25,4.302499771118164,4.179999828338623,4.210000038146973,3.8623619079589844,53864800
4.235000133514404,4.257500171661377,4.122499942779541,4.15749979019165,3.8141982555389404,39930000
4.175000190734863,4.207499980926514,4.112500190734863,4.164999961853027,3.8210785388946533,55739600
4.135000228881836,4.322500228881836,4.135000228881836,4.292500019073486,3.938052177429199,63283200
4.295000076293945,4.307499885559082,4.212500095367432,4.230000019073486,3.880711555480957,43931200
4.272500038146973,4.429999828338623,4.269999980926514,4.387499809265137,4.025205612182617,83083200
4.375,4.445000171661377,4.372499942779541,4.397500038146973,4.034379482269287,41852000
4.362500190734863,4.377500057220459,4.28000020980835,4.297500133514404,3.9426376819610596,54066000
4.34499979019165,4.357500076293945,4.289999961853027,4.3125,3.9563989639282227,52035200
4.307499885559082,4.349999904632568,4.25,4.289999961853027,3.935757875442505,35890400
4.287499904632568,4.465000152587891,4.284999847412109,4.440000057220459,4.073370933532715,66498800
4.465000152587891,4.585000038146973,4.465000152587891,4.525000095367432,4.151353359222412,65116800
4.53249979019165,4.53249979019165,4.324999809265137,4.364999771118164,4.004563331604004,74096400
4.429999828338623,4.442500114440918,4.257500171661377,4.3125,3.9563989639282227,58461200
4.257500171661377,4.400000095367432,4.257500171661377,4.382500171661377,4.020620346069336,43533600
4.414999961853027,4.494999885559082,4.385000228881836,4.472499847412109,4.103185176849365,49361200
4.434999942779541,4.447500228881836,4.315000057220459,4.322500228881836,3.9655725955963135,43625200
4.385000228881836,4.412499904632568,4.324999809265137,4.335000038146973,3.9770402908325195,49518400
4.372499942779541,4.417500019073486,4.300000190734863,4.335000038146973,3.9770402908325195,34467600
4.362500190734863,4.400000095367432,4.302499771118164,4.389999866485596,4.027499675750732,39445600
4.440000057220459,4.462500095367432,4.332499980926514,4.40749979019165,4.043555736541748,32410400
4.389999866485596,4.409999847412109,4.327499866485596,4.349999904632568,3.9908015727996826,38984000
4.369999885559082,4.420000076293945,4.260000228881836,4.304999828338623,3.9495179653167725,33966400
4.332499980926514,4.377500057220459,4.327499866485596,4.369999885559082,4.009151458740234,41363600
4.315000057220459,4.324999809265137,4.1875,4.262499809265137,3.910526990890503,80926000
4.235000133514404,4.362500190734863,4.199999809265137,4.289999961853027,3.935757875442505,81746800
4.262499809265137,4.295000076293945,4.197500228881836,4.21999979019165,3.8715367317199707,103760000
4.210000038146973,4.262499809265137,4.1875,4.247499942779541,3.89676570892334,81757200
4.252500057220459,4.34250020980835,4.244999885559082,4.324999809265137,3.967867374420166,54646000
4.34250020980835,4.429999828338623,4.324999809265137,4.414999961853027,4.050436973571777,64869600
4.510000228881836,4.53249979019165,4.400000095367432,4.46999979019165,4.100893497467041,90072000
4.485000133514404,4.53000020980835,4.440000057220459,4.502500057220459,4.130709648132324,95759600
4.320000171661377,4.337500095367432,4.170000076293945,4.264999866485596,3.9128215312957764,191773600
4.232500076293945,4.257500171661377,4.102499961853027,4.244999885559082,3.8944737911224365,109449200
4.275000095367432,4.320000171661377,4.204999923706055,4.260000228881836,3.9082326889038086,67818800
4.28249979019165,4.287499904632568,4.099999904632568,4.150000095367432,3.8073174953460693,89590800
4.082499980926514,4.179999828338623,4.025000095367432,4.167500019073486,3.8233718872070312,65693200
4.15500020980835,4.164999961853027,4.037499904632568,4.110000133514404,3.770620107650757,75291600
4.114999771118164,4.199999809265137,4.107500076293945,4.150000095367432,3.8073174953460693,49109200
4.119999885559082,4.162499904632568,4.019999980926514,4.03249979019165,3.6995198726654053,60670400
4.03000020980835,4.097499847412109,3.9574999809265137,4.039999961853027,3.7064008712768555,67216400
4.052499771118164,4.167500019073486,3.992500066757202,4.162499904632568,3.818784475326538,98712800
4.112500190734863,4.119999885559082,3.924999952316284,3.927500009536743,3.6031906604766846,106804800
3.947499990463257,3.9700000286102295,3.825000047683716,3.884999990463257,3.564199686050415,107897200
3.825000047683716,3.8324999809265137,3.632499933242798,3.6875,3.383007764816284,131137600
3.612499952316284,3.7174999713897705,3.5799999237060547,3.625,3.3256680965423584,133084000
3.5999999046325684,3.674999952316284,3.259999990463257,3.549999952316284,3.2568612098693848,100288800
3.5824999809265137,3.5824999809265137,3.365000009536743,3.490000009536743,3.2018165588378906,115371200
3.700000047683716,3.744999885559082,3.5999999046325684,3.640000104904175,3.339431047439575,97915600
3.6050000190734863,3.672499895095825,3.572499990463257,3.5999999046325684,3.302732467651367,82912400
